Grapheme	Dataset	Absolute	Relative
mː	PHOIBLE	57	0.0017
əː	PHOIBLE	55	0.0016
ɬ	PHOIBLE	55	0.0016
lː	PHOIBLE	55	0.0016
ʈ	PHOIBLE	54	0.0016
nː	PHOIBLE	54	0.0016
æ	PHOIBLE	53	0.0016
ʌ	PHOIBLE	53	0.0016
y	PHOIBLE	51	0.0015
kʲ	PHOIBLE	50	0.0015
bʷ	PHOIBLE	49	0.0015
mʷ	PHOIBLE	48	0.0014
l̪	PHOIBLE	48	0.0014
θ	PHOIBLE	48	0.0014
gʲ	PHOIBLE	46	0.0014
pʼ	PHOIBLE	46	0.0014
ɖ	PHOIBLE	46	0.0014
kː	PHOIBLE	46	0.0014
ŋm	PHOIBLE	45	0.0013
ɪː	PHOIBLE	45	0.0013
hʷ	PHOIBLE	44	0.0013
ʊː	PHOIBLE	44	0.0013
χ	PHOIBLE	44	0.0013
ai	PHOIBLE	43	0.0013
tsʼ	PHOIBLE	41	0.0012
ⁿdz	PHOIBLE	41	0.0012
ⁿgʷ	PHOIBLE	41	0.0012
tʃʰ	PHOIBLE	40	0.0012
sː	PHOIBLE	40	0.0012
ɽ	PHOIBLE	40	0.0012
fʷ	PHOIBLE	39	0.0012
ɸ	PHOIBLE	38	0.0011
ɦ	PHOIBLE	38	0.0011
bː	PHOIBLE	38	0.0011
ɯ	PHOIBLE	37	0.0011
pʷ	PHOIBLE	34	0.0010
sʷ	PHOIBLE	34	0.0010
tsʰ	PHOIBLE	34	0.0010
t̪ʰ	PHOIBLE	34	0.0010
au	PHOIBLE	34	0.0010
œ	PHOIBLE	34	0.0010
gː	PHOIBLE	34	0.0010
ʎ	PHOIBLE	33	0.0010
ʁ	PHOIBLE	33	0.0010
jː	PHOIBLE	33	0.0010
ⁿz	PHOIBLE	32	0.0010
rː	PHOIBLE	32	0.0010
ãː	PHOIBLE	32	0.0010
tʷ	PHOIBLE	31	0.0009
ⁿt	PHOIBLE	31	0.0009
s̪	PHOIBLE	31	0.0009
ɹ	PHOIBLE	30	0.0009
ɑː	PHOIBLE	30	0.0009
ĩː	PHOIBLE	30	0.0009
ⁿk	PHOIBLE	30	0.0009
ŋː	PHOIBLE	30	0.0009
ʄ	PHOIBLE	30	0.0009
ⁿv	PHOIBLE	29	0.0009
ɲː	PHOIBLE	29	0.0009
ʂ	PHOIBLE	28	0.0008
ø	PHOIBLE	28	0.0008
pː	PHOIBLE	28	0.0008
fː	PHOIBLE	28	0.0008
tʲ	PHOIBLE	27	0.0008
ɐ	PHOIBLE	27	0.0008
ɮ	PHOIBLE	27	0.0008
pf	PHOIBLE	27	0.0008
tɕ	PHOIBLE	26	0.0008
ç	PHOIBLE	26	0.0008
ɳ	PHOIBLE	26	0.0008
tː	PHOIBLE	26	0.0008
ⁿp	PHOIBLE	26	0.0008
ɥ	PHOIBLE	26	0.0008
ⁿɟ	PHOIBLE	25	0.0007
ei	PHOIBLE	25	0.0007
wː	PHOIBLE	25	0.0007
ħ	PHOIBLE	24	0.0007
hʲ	PHOIBLE	24	0.0007
oi	PHOIBLE	24	0.0007
ũː	PHOIBLE	24	0.0007
kʼʷ	PHOIBLE	23	0.0007
xʷ	PHOIBLE	23	0.0007
ʉ	PHOIBLE	23	0.0007
ɪ̃	PHOIBLE	23	0.0007
ɔ̃ː	PHOIBLE	23	0.0007
dː	PHOIBLE	23	0.0007
ʕ	PHOIBLE	22	0.0007
ə̃	PHOIBLE	22	0.0007
ⱱ	PHOIBLE	22	0.0007
mʲ	PHOIBLE	21	0.0006
ʃʷ	PHOIBLE	21	0.0006
bʲ	PHOIBLE	21	0.0006
dʲ	PHOIBLE	21	0.0006
ia	PHOIBLE	21	0.0006
tʃʷ	PHOIBLE	21	0.0006
cʰ	PHOIBLE	20	0.0006
lʲ	PHOIBLE	20	0.0006
bʱ	PHOIBLE	20	0.0006
gʱ	PHOIBLE	20	0.0006
ʈʰ	PHOIBLE	20	0.0006
ua	PHOIBLE	20	0.0006
ui	PHOIBLE	20	0.0006
ʊ̃	PHOIBLE	20	0.0006
ʃː	PHOIBLE	20	0.0006
pʲ	PHOIBLE	19	0.0006
ɕ	PHOIBLE	19	0.0006
ts̪	PHOIBLE	19	0.0006
ɨː	PHOIBLE	19	0.0006
z̪	PHOIBLE	19	0.0006
ⁿs	PHOIBLE	18	0.0005
n̥	PHOIBLE	18	0.0005
ẽː	PHOIBLE	18	0.0005
dʷ	PHOIBLE	17	0.0005
nʷ	PHOIBLE	17	0.0005
qʼ	PHOIBLE	17	0.0005
χʷ	PHOIBLE	17	0.0005
ɭ	PHOIBLE	17	0.0005
õː	PHOIBLE	17	0.0005
ou	PHOIBLE	17	0.0005
ʋ	PHOIBLE	17	0.0005
tʃː	PHOIBLE	17	0.0005
t̪ː	PHOIBLE	17	0.0005
ɛ̃ː	PHOIBLE	17	0.0005
lʷ	PHOIBLE	16	0.0005
ɲʷ	PHOIBLE	16	0.0005
ɒ	PHOIBLE	16	0.0005
o̤	PHOIBLE	16	0.0005
kʼʲ	PHOIBLE	16	0.0005
cç	PHOIBLE	16	0.0005
zː	PHOIBLE	16	0.0005
ɱ	PHOIBLE	15	0.0004
nʲ	PHOIBLE	15	0.0004
æː	PHOIBLE	15	0.0004
m̥	PHOIBLE	15	0.0004
ɯː	PHOIBLE	15	0.0004
ɰ	PHOIBLE	15	0.0004
øː	PHOIBLE	15	0.0004
i̤	PHOIBLE	15	0.0004
dʑ	PHOIBLE	15	0.0004
ⁿd̪	PHOIBLE	15	0.0004
zʷ	PHOIBLE	14	0.0004
ʐ	PHOIBLE	14	0.0004
ṳ	PHOIBLE	14	0.0004
fʲ	PHOIBLE	14	0.0004
dʒʷ	PHOIBLE	14	0.0004
e̤	PHOIBLE	14	0.0004
dʒː	PHOIBLE	14	0.0004
ɻ	PHOIBLE	13	0.0004
t̪ʼ	PHOIBLE	13	0.0004
qʰ	PHOIBLE	13	0.0004
qʷ	PHOIBLE	13	0.0004
ʔʷ	PHOIBLE	13	0.0004
ɑ̃	PHOIBLE	13	0.0004
ɣʷ	PHOIBLE	13	0.0004
ⁿtʃ	PHOIBLE	13	0.0004
ɤ	PHOIBLE	13	0.0004
ʝ	PHOIBLE	13	0.0004
bv	PHOIBLE	13	0.0004
a̤	PHOIBLE	13	0.0004
ɗː	PHOIBLE	13	0.0004
jʷ	PHOIBLE	12	0.0004
d̪ʱ	PHOIBLE	12	0.0004
æ̃	PHOIBLE	12	0.0004
ɨ̃	PHOIBLE	12	0.0004
l̥	PHOIBLE	12	0.0004
dʱ	PHOIBLE	12	0.0004
ɟʝ	PHOIBLE	12	0.0004
tɕʰ	PHOIBLE	12	0.0004
ʈʂ	PHOIBLE	12	0.0004
d̪ː	PHOIBLE	12	0.0004
w̃	PHOIBLE	12	0.0004
ɟː	PHOIBLE	12	0.0004
ie	PHOIBLE	11	0.0003
ⁿf	PHOIBLE	11	0.0003
uə	PHOIBLE	11	0.0003
ŋ̊	PHOIBLE	11	0.0003
ʌː	PHOIBLE	11	0.0003
ⁿbʷ	PHOIBLE	11	0.0003
ɔ̤	PHOIBLE	11	0.0003
t̰	PHOIBLE	11	0.0003
yː	PHOIBLE	11	0.0003
ɘ	PHOIBLE	11	0.0003
ɓː	PHOIBLE	11	0.0003
ʔː	PHOIBLE	11	0.0003
rʷ	PHOIBLE	10	0.0003
jˀ	PHOIBLE	10	0.0003
sʲ	PHOIBLE	10	0.0003
iə	PHOIBLE	10	0.0003
tsʷ	PHOIBLE	10	0.0003
p̰	PHOIBLE	10	0.0003
ɠ	PHOIBLE	10	0.0003
r̃	PHOIBLE	10	0.0003
dz̪	PHOIBLE	10	0.0003
aɪ	PHOIBLE	10	0.0003
kʼː	PHOIBLE	10	0.0003
tʼː	PHOIBLE	10	0.0003
ʒː	PHOIBLE	10	0.0003
ʈː	PHOIBLE	10	0.0003
k̰	PHOIBLE	9	0.0003
ɵ	PHOIBLE	9	0.0003
mʱ	PHOIBLE	9	0.0003
nʱ	PHOIBLE	9	0.0003
w̰	PHOIBLE	9	0.0003
ɛ̤	PHOIBLE	9	0.0003
r̪	PHOIBLE	9	0.0003
ɐː	PHOIBLE	9	0.0003
hː	PHOIBLE	9	0.0003
ǀ	PHOIBLE	8	0.0002
vʷ	PHOIBLE	8	0.0002
ʒʷ	PHOIBLE	8	0.0002
kʷʰ	PHOIBLE	8	0.0002
j̰	PHOIBLE	8	0.0002
n̰	PHOIBLE	8	0.0002
eu	PHOIBLE	8	0.0002
iu	PHOIBLE	8	0.0002
tɬ	PHOIBLE	8	0.0002
ɲ̊	PHOIBLE	8	0.0002
ɖʱ	PHOIBLE	8	0.0002
œː	PHOIBLE	8	0.0002
ɜ	PHOIBLE	8	0.0002
β̞	PHOIBLE	8	0.0002
sʼ	PHOIBLE	8	0.0002
ʁʷ	PHOIBLE	8	0.0002
cː	PHOIBLE	8	0.0002
pʼː	PHOIBLE	8	0.0002
tʃʼː	PHOIBLE	8	0.0002
ǃ	PHOIBLE	7	0.0002
dʒʱ	PHOIBLE	7	0.0002
l̰	PHOIBLE	7	0.0002
m̰	PHOIBLE	7	0.0002
cʷ	PHOIBLE	7	0.0002
ⁿkʷ	PHOIBLE	7	0.0002
ʉː	PHOIBLE	7	0.0002
a̤ː	PHOIBLE	7	0.0002
i̤ː	PHOIBLE	7	0.0002
ɔ̤ː	PHOIBLE	7	0.0002
ɛ̤ː	PHOIBLE	7	0.0002
rʲ	PHOIBLE	7	0.0002
ɾ̪	PHOIBLE	7	0.0002
ʌ̃	PHOIBLE	7	0.0002
ʑ	PHOIBLE	7	0.0002
ʏ	PHOIBLE	7	0.0002
a̰	PHOIBLE	7	0.0002
o̰	PHOIBLE	7	0.0002
aʊ	PHOIBLE	7	0.0002
ɔɪ	PHOIBLE	7	0.0002
ⁿgʲ	PHOIBLE	7	0.0002
tʳ	PHOIBLE	7	0.0002
vʲ	PHOIBLE	7	0.0002
vː	PHOIBLE	7	0.0002
q̰	PHOIBLE	6	0.0002
cʼ	PHOIBLE	6	0.0002
wˀ	PHOIBLE	6	0.0002
ue	PHOIBLE	6	0.0002
ɢ	PHOIBLE	6	0.0002
ea	PHOIBLE	6	0.0002
ⁿdʷ	PHOIBLE	6	0.0002
dzʱ	PHOIBLE	6	0.0002
ⁿts	PHOIBLE	6	0.0002
ʍ	PHOIBLE	6	0.0002
wʲ	PHOIBLE	6	0.0002
tɬʼ	PHOIBLE	6	0.0002
o̤ː	PHOIBLE	6	0.0002
ṳː	PHOIBLE	6	0.0002
ɺ	PHOIBLE	6	0.0002
ts̰	PHOIBLE	6	0.0002
tʃ̰	PHOIBLE	6	0.0002
e̤ː	PHOIBLE	6	0.0002
j̊	PHOIBLE	6	0.0002
ᶑ	PHOIBLE	6	0.0002
ḛ	PHOIBLE	6	0.0002
ḭ	PHOIBLE	6	0.0002
ɔi	PHOIBLE	6	0.0002
tsː	PHOIBLE	6	0.0002
ⁿdʲ	PHOIBLE	6	0.0002
ʔʲ	PHOIBLE	6	0.0002
dʳ	PHOIBLE	6	0.0002
ǀʰ	PHOIBLE	5	0.0001
gǀ	PHOIBLE	5	0.0001
dzʷ	PHOIBLE	5	0.0001
ǃʰ	PHOIBLE	5	0.0001
mˀ	PHOIBLE	5	0.0001
nˀ	PHOIBLE	5	0.0001
oa	PHOIBLE	5	0.0001
ɯ̃	PHOIBLE	5	0.0001
ɽʱ	PHOIBLE	5	0.0001
ao	PHOIBLE	5	0.0001
ɯa	PHOIBLE	5	0.0001
əi	PHOIBLE	5	0.0001
ɠɓ	PHOIBLE	5	0.0001
zʲ	PHOIBLE	5	0.0001
ⁿʃ	PHOIBLE	5	0.0001
ae	PHOIBLE	5	0.0001
oe	PHOIBLE	5	0.0001
kx	PHOIBLE	5	0.0001
e̝	PHOIBLE	5	0.0001
ⁿdʳ	PHOIBLE	5	0.0001
ʀ	PHOIBLE	5	0.0001
ṵ	PHOIBLE	5	0.0001
k̚	PHOIBLE	5	0.0001
p̚	PHOIBLE	5	0.0001
t̚	PHOIBLE	5	0.0001
ɬ̪	PHOIBLE	5	0.0001
ɐ̃	PHOIBLE	5	0.0001
ɾʲ	PHOIBLE	5	0.0001
ei̯	PHOIBLE	5	0.0001
ui̯	PHOIBLE	5	0.0001
ai̯	PHOIBLE	5	0.0001
oi̯	PHOIBLE	5	0.0001
ⁿdʑ	PHOIBLE	5	0.0001
ɖʐ	PHOIBLE	5	0.0001
ʈʂʰ	PHOIBLE	5	0.0001
j̃	PHOIBLE	5	0.0001
l̃	PHOIBLE	5	0.0001
ɒː	PHOIBLE	5	0.0001
cçʼ	PHOIBLE	5	0.0001
ɖː	PHOIBLE	5	0.0001
kʰː	PHOIBLE	5	0.0001
t̪ʰː	PHOIBLE	5	0.0001
ɻʲ	PHOIBLE	4	0.0001
βʲ	PHOIBLE	4	0.0001
βʷ	PHOIBLE	4	0.0001
ɟʷ	PHOIBLE	4	0.0001
gǃ	PHOIBLE	4	0.0001
lˀ	PHOIBLE	4	0.0001
ˀj	PHOIBLE	4	0.0001
ˀm	PHOIBLE	4	0.0001
ˀn	PHOIBLE	4	0.0001
ɯə	PHOIBLE	4	0.0001
kpʷ	PHOIBLE	4	0.0001
tsʲ	PHOIBLE	4	0.0001
ɤː	PHOIBLE	4	0.0001
ʊ̤	PHOIBLE	4	0.0001
k̰ʷ	PHOIBLE	4	0.0001
s̺	PHOIBLE	4	0.0001
lʱ	PHOIBLE	4	0.0001
ɑ̤	PHOIBLE	4	0.0001
ɯ̤	PHOIBLE	4	0.0001
tʃʲ	PHOIBLE	4	0.0001
aɛ	PHOIBLE	4	0.0001
ɔu	PHOIBLE	4	0.0001
s̚	PHOIBLE	4	0.0001
io	PHOIBLE	4	0.0001
ⁿkp	PHOIBLE	4	0.0001
ɛi	PHOIBLE	4	0.0001
l̪ˠ	PHOIBLE	4	0.0001
ɑi	PHOIBLE	4	0.0001
kʷː	PHOIBLE	4	0.0001
eɪ	PHOIBLE	4	0.0001
iɛ	PHOIBLE	4	0.0001
kpʲ	PHOIBLE	4	0.0001
ɥ̃	PHOIBLE	4	0.0001
ɖʳ	PHOIBLE	4	0.0001
ʈʳ	PHOIBLE	4	0.0001
ɾʷ	PHOIBLE	4	0.0001
ŋǃ	PHOIBLE	4	0.0001
ə̃ː	PHOIBLE	4	0.0001
ⁿʒ	PHOIBLE	4	0.0001
ɵː	PHOIBLE	4	0.0001
ǁ	PHOIBLE	4	0.0001
xː	PHOIBLE	4	0.0001
β̃	PHOIBLE	4	0.0001
ɓ̥	PHOIBLE	4	0.0001
i̞	PHOIBLE	4	0.0001
u̞	PHOIBLE	4	0.0001
dzː	PHOIBLE	4	0.0001
ɻʷ	PHOIBLE	3	0.0001
tsʷʰ	PHOIBLE	3	0.0001
tʷʰ	PHOIBLE	3	0.0001
qː	PHOIBLE	3	0.0001
rʱ	PHOIBLE	3	0.0001
iaː	PHOIBLE	3	0.0001
lʼ	PHOIBLE	3	0.0001
qʼʷ	PHOIBLE	3	0.0001
ʕʷ	PHOIBLE	3	0.0001
wʱ	PHOIBLE	3	0.0001
ˀw	PHOIBLE	3	0.0001
ⁿɣ	PHOIBLE	3	0.0001
h̃	PHOIBLE	3	0.0001
æ̃ː	PHOIBLE	3	0.0001
ɨ̃ː	PHOIBLE	3	0.0001
cʲ	PHOIBLE	3	0.0001
ɟʲ	PHOIBLE	3	0.0001
ɟʱ	PHOIBLE	3	0.0001
ˀb	PHOIBLE	3	0.0001
ɴ	PHOIBLE	3	0.0001
ⁿpʰ	PHOIBLE	3	0.0001
ⁿtʰ	PHOIBLE	3	0.0001
tɬʰ	PHOIBLE	3	0.0001
eə	PHOIBLE	3	0.0001
i̯a	PHOIBLE	3	0.0001
n̩	PHOIBLE	3	0.0001
ŋ̍	PHOIBLE	3	0.0001
vʱ	PHOIBLE	3	0.0001
q̰ʷ	PHOIBLE	3	0.0001
d̻	PHOIBLE	3	0.0001
ˀɲ	PHOIBLE	3	0.0001
o̝	PHOIBLE	3	0.0001
ʌi	PHOIBLE	3	0.0001
œy	PHOIBLE	3	0.0001
ʃ̚	PHOIBLE	3	0.0001
eo	PHOIBLE	3	0.0001
ts̪ʰ	PHOIBLE	3	0.0001
ɐi	PHOIBLE	3	0.0001
ʈʼ	PHOIBLE	3	0.0001
ʰk	PHOIBLE	3	0.0001
ʰp	PHOIBLE	3	0.0001
ʰt	PHOIBLE	3	0.0001
ʰtʃ	PHOIBLE	3	0.0001
ɛə	PHOIBLE	3	0.0001
sˠ	PHOIBLE	3	0.0001
ʈʂʼ	PHOIBLE	3	0.0001
au̯	PHOIBLE	3	0.0001
kⁿ	PHOIBLE	3	0.0001
ⁿbʲ	PHOIBLE	3	0.0001
ɑe	PHOIBLE	3	0.0001
ɑu	PHOIBLE	3	0.0001
oʊ	PHOIBLE	3	0.0001
uɛ	PHOIBLE	3	0.0001
uɪ	PHOIBLE	3	0.0001
t̺	PHOIBLE	3	0.0001
gbʲ	PHOIBLE	3	0.0001
bʳ	PHOIBLE	3	0.0001
gᶣ	PHOIBLE	3	0.0001
pˢ	PHOIBLE	3	0.0001
a̤ˑ	PHOIBLE	3	0.0001
e̤ˑ	PHOIBLE	3	0.0001
i̤ˑ	PHOIBLE	3	0.0001
ṳˑ	PHOIBLE	3	0.0001
ɔ̤ˑ	PHOIBLE	3	0.0001
ɛ̤ˑ	PHOIBLE	3	0.0001
ⁿɖ	PHOIBLE	3	0.0001
ᶑʼ	PHOIBLE	3	0.0001
cʼː	PHOIBLE	3	0.0001
lˤ	PHOIBLE	3	0.0001
ⁿɗ	PHOIBLE	3	0.0001
ǁʰ	PHOIBLE	3	0.0001
ŋǀ	PHOIBLE	3	0.0001
ŋǁ	PHOIBLE	3	0.0001
gǁ	PHOIBLE	3	0.0001
ɗʲ	PHOIBLE	3	0.0001
ðː	PHOIBLE	3	0.0001
i̞ː	PHOIBLE	3	0.0001
u̞ː	PHOIBLE	3	0.0001
ɔ̝	PHOIBLE	3	0.0001
tʃʰː	PHOIBLE	3	0.0001
ʕː	PHOIBLE	3	0.0001
d̪ʱː	PHOIBLE	3	0.0001
n̪ː	PHOIBLE	3	0.0001
pʰː	PHOIBLE	3	0.0001
t̻	PHOIBLE	3	0.0001
dʲʷ	PHOIBLE	2	0.0001
cʷʰ	PHOIBLE	2	0.0001
pʲʰ	PHOIBLE	2	0.0001
tʼʲ	PHOIBLE	2	0.0001
uaː	PHOIBLE	2	0.0001
sʰ	PHOIBLE	2	0.0001
mʼ	PHOIBLE	2	0.0001
nʼ	PHOIBLE	2	0.0001
ɗʱ	PHOIBLE	2	0.0001
ɾʱ	PHOIBLE	2	0.0001
ˀp	PHOIBLE	2	0.0001
ɾ̥	PHOIBLE	2	0.0001
uo	PHOIBLE	2	0.0001
ɑ̃ː	PHOIBLE	2	0.0001
ⁿsʷ	PHOIBLE	2	0.0001
ⁿtʷ	PHOIBLE	2	0.0001
ⁿc	PHOIBLE	2	0.0001
ⁿkʰ	PHOIBLE	2	0.0001
kpʰ	PHOIBLE	2	0.0001
ɬʲ	PHOIBLE	2	0.0001
ʃʲ	PHOIBLE	2	0.0001
i̯u	PHOIBLE	2	0.0001
i̯ɔ	PHOIBLE	2	0.0001
u̯ə	PHOIBLE	2	0.0001
m̩	PHOIBLE	2	0.0001
æ̤	PHOIBLE	2	0.0001
æ̤ː	PHOIBLE	2	0.0001
ɵ̤	PHOIBLE	2	0.0001
ʊ̤ː	PHOIBLE	2	0.0001
ay	PHOIBLE	2	0.0001
s̰	PHOIBLE	2	0.0001
ŋ̰	PHOIBLE	2	0.0001
ts̺	PHOIBLE	2	0.0001
c̰	PHOIBLE	2	0.0001
ɳʱ	PHOIBLE	2	0.0001
iã	PHOIBLE	2	0.0001
æe	PHOIBLE	2	0.0001
ʊa	PHOIBLE	2	0.0001
ʊi	PHOIBLE	2	0.0001
ɞ	PHOIBLE	2	0.0001
w̥	PHOIBLE	2	0.0001
b̰	PHOIBLE	2	0.0001
dʒʲ	PHOIBLE	2	0.0001
ɛɪ	PHOIBLE	2	0.0001
ⱱ̟	PHOIBLE	2	0.0001
ã̰	PHOIBLE	2	0.0001
ḭ̃	PHOIBLE	2	0.0001
tʃ̚	PHOIBLE	2	0.0001
ɥ̥	PHOIBLE	2	0.0001
ɐu	PHOIBLE	2	0.0001
ʊu	PHOIBLE	2	0.0001
ʊɪ	PHOIBLE	2	0.0001
ɲʲ	PHOIBLE	2	0.0001
ɬʼ	PHOIBLE	2	0.0001
ʃʼ	PHOIBLE	2	0.0001
dˠ	PHOIBLE	2	0.0001
mˠ	PHOIBLE	2	0.0001
tˠ	PHOIBLE	2	0.0001
zˠ	PHOIBLE	2	0.0001
iɔ	PHOIBLE	2	0.0001
s̪ˤ	PHOIBLE	2	0.0001
t̪ˤ	PHOIBLE	2	0.0001
əu	PHOIBLE	2	0.0001
kpː	PHOIBLE	2	0.0001
gbː	PHOIBLE	2	0.0001
tθʼ	PHOIBLE	2	0.0001
ə̰	PHOIBLE	2	0.0001
æɪ	PHOIBLE	2	0.0001
ɑʊ	PHOIBLE	2	0.0001
ɲʱ	PHOIBLE	2	0.0001
i̯ɛ	PHOIBLE	2	0.0001
ou̯	PHOIBLE	2	0.0001
ɛu̯	PHOIBLE	2	0.0001
ɹ̪	PHOIBLE	2	0.0001
cçʰ	PHOIBLE	2	0.0001
cⁿ	PHOIBLE	2	0.0001
pⁿ	PHOIBLE	2	0.0001
tⁿ	PHOIBLE	2	0.0001
t̪ⁿ	PHOIBLE	2	0.0001
ʈⁿ	PHOIBLE	2	0.0001
tθ	PHOIBLE	2	0.0001
ⁿɖʐ	PHOIBLE	2	0.0001
oɛ	PHOIBLE	2	0.0001
oɪ	PHOIBLE	2	0.0001
ɔ̰	PHOIBLE	2	0.0001
ɪ̃ː	PHOIBLE	2	0.0001
dʑᶣ	PHOIBLE	2	0.0001
sᶣ	PHOIBLE	2	0.0001
tɕᶣ	PHOIBLE	2	0.0001
ɕᶣ	PHOIBLE	2	0.0001
ɲᶣ	PHOIBLE	2	0.0001
ʙ	PHOIBLE	2	0.0001
gʷʱ	PHOIBLE	2	0.0001
ɦʷ	PHOIBLE	2	0.0001
o̤ˑ	PHOIBLE	2	0.0001
uʌ	PHOIBLE	2	0.0001
ɓʷ	PHOIBLE	2	0.0001
ɗʷ	PHOIBLE	2	0.0001
ⁿbv	PHOIBLE	2	0.0001
pfʰ	PHOIBLE	2	0.0001
ⁿɖʳ	PHOIBLE	2	0.0001
ɪ̤	PHOIBLE	2	0.0001
kᶣ	PHOIBLE	2	0.0001
ǂ	PHOIBLE	2	0.0001
ɘː	PHOIBLE	2	0.0001
dˤ	PHOIBLE	2	0.0001
rˤ	PHOIBLE	2	0.0001
sˤ	PHOIBLE	2	0.0001
tˤ	PHOIBLE	2	0.0001
zˤ	PHOIBLE	2	0.0001
ⁿɓ	PHOIBLE	2	0.0001
ʘ	PHOIBLE	2	0.0001
ǀʼ	PHOIBLE	2	0.0001
ǃʼ	PHOIBLE	2	0.0001
gǂ	PHOIBLE	2	0.0001
ŋʱ	PHOIBLE	2	0.0001
cçʷ	PHOIBLE	2	0.0001
ɟʝʷ	PHOIBLE	2	0.0001
pʳ	PHOIBLE	2	0.0001
ɜː	PHOIBLE	2	0.0001
r̪ː	PHOIBLE	2	0.0001
ɔ̝ː	PHOIBLE	2	0.0001
ɛ̝	PHOIBLE	2	0.0001
ɛ̝ː	PHOIBLE	2	0.0001
tsʼː	PHOIBLE	2	0.0001
ⁿpʲ	PHOIBLE	2	0.0001
tˀ	PHOIBLE	2	0.0001
gʲʷ	PHOIBLE	2	0.0001
d̺	PHOIBLE	2	0.0001
bˠ	PHOIBLE	2	0.0001
i̜	PHOIBLE	2	0.0001
u̜	PHOIBLE	2	0.0001
aˑ	PHOIBLE	2	0.0001
eˑ	PHOIBLE	2	0.0001
iˑ	PHOIBLE	2	0.0001
oˑ	PHOIBLE	2	0.0001
ɔˑ	PHOIBLE	2	0.0001
ɛˑ	PHOIBLE	2	0.0001
ɛo	PHOIBLE	2	0.0001
ə̤	PHOIBLE	2	0.0001
gʷː	PHOIBLE	2	0.0001
eu̯	PHOIBLE	2	0.0001
bʱː	PHOIBLE	2	0.0001
œ̞	PHOIBLE	2	0.0001
ʁ̞	PHOIBLE	2	0.0001
æu̯	PHOIBLE	2	0.0001
ɪə	PHOIBLE	2	0.0001
əʊ	PHOIBLE	2	0.0001
ɖʱː	PHOIBLE	2	0.0001
gʱː	PHOIBLE	2	0.0001
ʈʰː	PHOIBLE	2	0.0001
ɕ̟	PHOIBLE	2	0.0001
ɲ̟	PHOIBLE	2	0.0001
ɲ̟̥	PHOIBLE	2	0.0001
ɹ̩	PHOIBLE	2	0.0001
ȴ	PHOIBLE	2	0.0001
ȴ̥	PHOIBLE	2	0.0001
ʰkː	PHOIBLE	2	0.0001
ʰpː	PHOIBLE	2	0.0001
ʰts	PHOIBLE	2	0.0001
ʰtsː	PHOIBLE	2	0.0001
ʰtː	PHOIBLE	2	0.0001
ʰtʃː	PHOIBLE	2	0.0001
ǀʷ	PHOIBLE	1	0.0000
ǀʷʰ	PHOIBLE	1	0.0000
ö	PHOIBLE	1	0.0000
ü	PHOIBLE	1	0.0000
wʼ	PHOIBLE	1	0.0000
ɹˤ	PHOIBLE	1	0.0000
ɹ̰ˤ	PHOIBLE	1	0.0000
ʕʼʷ	PHOIBLE	1	0.0000
ʕʼ	PHOIBLE	1	0.0000
yˀ	PHOIBLE	1	0.0000
jʱ	PHOIBLE	1	0.0000
ˀt	PHOIBLE	1	0.0000
ŋʲ	PHOIBLE	1	0.0000
ʔˤ	PHOIBLE	1	0.0000
kʲʰ	PHOIBLE	1	0.0000
ỹ	PHOIBLE	1	0.0000
ⁿcʲ	PHOIBLE	1	0.0000
ˀɗ	PHOIBLE	1	0.0000
ˀɟ	PHOIBLE	1	0.0000
pʷʰ	PHOIBLE	1	0.0000
ŋmʷ	PHOIBLE	1	0.0000
c̟	PHOIBLE	1	0.0000
l̪ʲ	PHOIBLE	1	0.0000
n̪ʲ	PHOIBLE	1	0.0000
t̪ʲ	PHOIBLE	1	0.0000
çʷ	PHOIBLE	1	0.0000
ae̞	PHOIBLE	1	0.0000
oe̞	PHOIBLE	1	0.0000
ʉ̃	PHOIBLE	1	0.0000
ʡ	PHOIBLE	1	0.0000
ɵ̤ː	PHOIBLE	1	0.0000
b̻	PHOIBLE	1	0.0000
k̻	PHOIBLE	1	0.0000
p̻	PHOIBLE	1	0.0000
ˀl	PHOIBLE	1	0.0000
ˀr	PHOIBLE	1	0.0000
n̺	PHOIBLE	1	0.0000
r̺	PHOIBLE	1	0.0000
a˞	PHOIBLE	1	0.0000
o˞	PHOIBLE	1	0.0000
ɨ˞	PHOIBLE	1	0.0000
uẽ	PHOIBLE	1	0.0000
ɪa	PHOIBLE	1	0.0000
ɪã	PHOIBLE	1	0.0000
ɪʌ	PHOIBLE	1	0.0000
ʊe	PHOIBLE	1	0.0000
i̤a	PHOIBLE	1	0.0000
ṳa	PHOIBLE	1	0.0000
ɑ̤ː	PHOIBLE	1	0.0000
ɤ̤	PHOIBLE	1	0.0000
ɤ̤ː	PHOIBLE	1	0.0000
ɯ̤a	PHOIBLE	1	0.0000
ɯ̤ː	PHOIBLE	1	0.0000
ʌ̤	PHOIBLE	1	0.0000
ʌ̤ː	PHOIBLE	1	0.0000
r̰	PHOIBLE	1	0.0000
ʕ̰	PHOIBLE	1	0.0000
ʕ̰ʷ	PHOIBLE	1	0.0000
mʷˠ	PHOIBLE	1	0.0000
mʷˠː	PHOIBLE	1	0.0000
pʷˠ	PHOIBLE	1	0.0000
pʷˠː	PHOIBLE	1	0.0000
ɻː	PHOIBLE	1	0.0000
