Glottocode	DatasetA	VarietyA	SoundsA	ConsonantsA	VowelsA	DatasetB	VarietyB	SoundsB	ConsonantsB	VowelsB	StrictSimilarity	AverageSimilarity	InventoryA	InventoryB	normal vowels A	normal vowels B	long vowels A	long vowels B	odd-length vowels A	odd-length vowels B	diphthongs A	diphthongs B	normal consonants A	normal consonants B	long consonants A	long consonants B	odd-length consonants A	odd-length consonants B	unknowns A	unknowns B
bard1255	phoible	bard1255-2160	25	18	7	er	bard1255-2697	24	17	7	0.53	0.84	a i o u aː iː uː c̻ j j̻ k l m n p r t w ŋ ɭ̺ ɲ̻ ɳ̺ ɻ̺ ʈ̺ ʎ̻	a i o u aː iː uː j k l m n p r t w ŋ ȴ ȵ ȶ ɭ ɳ ɻ ʈ	a i o u	a i o u	aː iː uː	aː iː uː					c̻ j j̻ k l m n p r t w ŋ ɭ̺ ɲ̻ ɳ̺ ɻ̺ ʈ̺ ʎ̻	j k l m n p r t w ŋ ȴ ȵ ȶ ɭ ɳ ɻ ʈ						
basa1284	jipa	basaa	44	30	14	aa	basa1284-670	36	29	7	0.48	0.67	a e i o u ɔ ɛ aː eː iː oː uː ɔː ɛː dʒ gʷ h j k kʷ l m n p s t tʃ w x ŋ ŋʷ ɓ ɣ ɦ ɲ ɸ ɾ ɾ̥ β χ ⁿb ⁿd ⁿdʒ ⁿg	a e i o u ɔ ɛ b c d f gʷ h j k kʷ l m n p r s t v w ŋ ŋʷ ɓ ɟ ɥ ɲ ⁿb ⁿd ⁿg ⁿgʷ ⁿɟ	a e i o u ɔ ɛ	a e i o u ɔ ɛ	aː eː iː oː uː ɔː ɛː						dʒ gʷ h j k kʷ l m n p s t tʃ w x ŋ ŋʷ ɓ ɣ ɦ ɲ ɸ ɾ ɾ̥ β χ ⁿb ⁿd ⁿdʒ ⁿg	b c d f gʷ h j k kʷ l m n p r s t v w ŋ ŋʷ ɓ ɟ ɥ ɲ ⁿb ⁿd ⁿg ⁿgʷ ⁿɟ						
bemb1257	jipa	bemba	36	26	10	phoible	bemb1257-1188	25	15	10	0.69	0.75	a e i o u aː eː iː oː uː f j k l m n p s t tʃ w ŋ ɲ ʃ β ⁿb ⁿd ⁿdʒ ⁿf ⁿg ⁿk ⁿp ⁿs ⁿt ⁿtʃ ⁿʃ	a e i o u aː eː iː oː uː f j k l m n p s t tʃ w ŋ ɲ ʃ β	a e i o u	a e i o u	aː eː iː oː uː	aː eː iː oː uː					f j k l m n p s t tʃ w ŋ ɲ ʃ β ⁿb ⁿd ⁿdʒ ⁿf ⁿg ⁿk ⁿp ⁿs ⁿt ⁿtʃ ⁿʃ	f j k l m n p s t tʃ w ŋ ɲ ʃ β						
beng1280	jipa	bengalibangladeshistandard	79	56	23	lapsyd	bengali_beng1280	43	29	14	0.23	0.53	a e i o u ɔ ɛ o̯ː ae̯ ai̯ ao̯ au̯ ei̯ eu̯ iu̯ oe̯ oi̯ ou̯ ui̯ ɔe̯ ɔo̯ ɛe̯ ɛo̯ b bʱ d dʑ dʑʱ dʱ d̪ d̪ʱ f g gʱ h k kʰ l m n p s t tɕ tɕʰ tʰ t̪ t̪ʰ ŋ ɹ ʃ bʱː bː dʑʱː dʑː dʱː dː d̪ʱː d̪ː fː gʱː gː hː kʰː kː lː mː nː pː sː tɕʰː tɕː tʰː tː t̪ʰː t̪ː ŋː ɹː ʃː	a ã e ẽ i ĩ o õ u ũ æ æ̃ ɔ ɔ̃ b bʱ dʒ dʒʱ d̪ d̪ʱ g gʱ h k kʰ l m n p pʰ s̪ tʃ tʃʰ t̪ t̪ʰ ŋ ɖ ɖʱ ɽ ɾ ʃ ʈ ʈʰ	a e i o u ɔ ɛ	a ã e ẽ i ĩ o õ u ũ æ æ̃ ɔ ɔ̃	o̯ː				ae̯ ai̯ ao̯ au̯ ei̯ eu̯ iu̯ oe̯ oi̯ ou̯ ui̯ ɔe̯ ɔo̯ ɛe̯ ɛo̯		b bʱ d dʑ dʑʱ dʱ d̪ d̪ʱ f g gʱ h k kʰ l m n p s t tɕ tɕʰ tʰ t̪ t̪ʰ ŋ ɹ ʃ	b bʱ dʒ dʒʱ d̪ d̪ʱ g gʱ h k kʰ l m n p pʰ s̪ tʃ tʃʰ t̪ t̪ʰ ŋ ɖ ɖʱ ɽ ɾ ʃ ʈ ʈʰ	bʱː bː dʑʱː dʑː dʱː dː d̪ʱː d̪ː fː gʱː gː hː kʰː kː lː mː nː pː sː tɕʰː tɕː tʰː tː t̪ʰː t̪ː ŋː ɹː ʃː					
beng1280	jipa	bengalibangladeshistandard	79	56	23	upsid	beng1280-250	43	29	14	0.18	0.48	a e i o u ɔ ɛ o̯ː ae̯ ai̯ ao̯ au̯ ei̯ eu̯ iu̯ oe̯ oi̯ ou̯ ui̯ ɔe̯ ɔo̯ ɛe̯ ɛo̯ b bʱ d dʑ dʑʱ dʱ d̪ d̪ʱ f g gʱ h k kʰ l m n p s t tɕ tɕʰ tʰ t̪ t̪ʰ ŋ ɹ ʃ bʱː bː dʑʱː dʑː dʱː dː d̪ʱː d̪ː fː gʱː gː hː kʰː kː lː mː nː pː sː tɕʰː tɕː tʰː tː t̪ʰː t̪ː ŋː ɹː ʃː	a ã e̞ ẽ̞ o õ æ æ̃ ɔ ɔ̃ ɪ ɪ̃ ʊ ʊ̃ b bʱ dʒ dʒʱ d̪ d̪ʱ g gʱ h k kʰ l m n p pʰ s̪ tʃ tʃʰ t̪ t̪ʰ ŋ ɕ ɖ ɖʱ ɽ ɾ ʈ ʈʰ	a e i o u ɔ ɛ	a ã e̞ ẽ̞ o õ æ æ̃ ɔ ɔ̃ ɪ ɪ̃ ʊ ʊ̃	o̯ː				ae̯ ai̯ ao̯ au̯ ei̯ eu̯ iu̯ oe̯ oi̯ ou̯ ui̯ ɔe̯ ɔo̯ ɛe̯ ɛo̯		b bʱ d dʑ dʑʱ dʱ d̪ d̪ʱ f g gʱ h k kʰ l m n p s t tɕ tɕʰ tʰ t̪ t̪ʰ ŋ ɹ ʃ	b bʱ dʒ dʒʱ d̪ d̪ʱ g gʱ h k kʰ l m n p pʰ s̪ tʃ tʃʰ t̪ t̪ʰ ŋ ɕ ɖ ɖʱ ɽ ɾ ʈ ʈʰ	bʱː bː dʑʱː dʑː dʱː dː d̪ʱː d̪ː fː gʱː gː hː kʰː kː lː mː nː pː sː tɕʰː tɕː tʰː tː t̪ʰː t̪ː ŋː ɹː ʃː					
beng1280	jipa	bengalibangladeshistandard	79	56	23	phoible	beng1280-2162	72	49	23	0.59	0.90	a e i o u ɔ ɛ o̯ː ae̯ ai̯ ao̯ au̯ ei̯ eu̯ iu̯ oe̯ oi̯ ou̯ ui̯ ɔe̯ ɔo̯ ɛe̯ ɛo̯ b bʱ d dʑ dʑʱ dʱ d̪ d̪ʱ f g gʱ h k kʰ l m n p s t tɕ tɕʰ tʰ t̪ t̪ʰ ŋ ɹ ʃ bʱː bː dʑʱː dʑː dʱː dː d̪ʱː d̪ː fː gʱː gː hː kʰː kː lː mː nː pː sː tɕʰː tɕː tʰː tː t̪ʰː t̪ː ŋː ɹː ʃː	a e i o u ɔ ɛ oː ae ai ao au ei eu iu oe oi ou ui ɔe ɔo ɛe ɛo b bʱ d dʑ dʑʱ dʱ d̪ d̪ʱ f g gʱ h k kʰ l m n p s t tɕ tɕʰ tʰ t̪ t̪ʰ ŋ ɹ ʃ bʱː bː dʑʱː dʑː dː d̪ʱː d̪ː gː kʰː kː lː mː nː pː tɕʰː tɕː tʰː tː t̪ʰː t̪ː ʃː	a e i o u ɔ ɛ	a e i o u ɔ ɛ	o̯ː	oː			ae̯ ai̯ ao̯ au̯ ei̯ eu̯ iu̯ oe̯ oi̯ ou̯ ui̯ ɔe̯ ɔo̯ ɛe̯ ɛo̯	ae ai ao au ei eu iu oe oi ou ui ɔe ɔo ɛe ɛo	b bʱ d dʑ dʑʱ dʱ d̪ d̪ʱ f g gʱ h k kʰ l m n p s t tɕ tɕʰ tʰ t̪ t̪ʰ ŋ ɹ ʃ	b bʱ d dʑ dʑʱ dʱ d̪ d̪ʱ f g gʱ h k kʰ l m n p s t tɕ tɕʰ tʰ t̪ t̪ʰ ŋ ɹ ʃ	bʱː bː dʑʱː dʑː dʱː dː d̪ʱː d̪ː fː gʱː gː hː kʰː kː lː mː nː pː sː tɕʰː tɕː tʰː tː t̪ʰː t̪ː ŋː ɹː ʃː	bʱː bː dʑʱː dʑː dː d̪ʱː d̪ː gː kʰː kː lː mː nː pː tɕʰː tɕː tʰː tː t̪ʰː t̪ː ʃː				
beng1280	jipa	bengalibangladeshistandard	79	56	23	ra	beng1280-1711	48	34	14	0.22	0.52	a e i o u ɔ ɛ o̯ː ae̯ ai̯ ao̯ au̯ ei̯ eu̯ iu̯ oe̯ oi̯ ou̯ ui̯ ɔe̯ ɔo̯ ɛe̯ ɛo̯ b bʱ d dʑ dʑʱ dʱ d̪ d̪ʱ f g gʱ h k kʰ l m n p s t tɕ tɕʰ tʰ t̪ t̪ʰ ŋ ɹ ʃ bʱː bː dʑʱː dʑː dʱː dː d̪ʱː d̪ː fː gʱː gː hː kʰː kː lː mː nː pː sː tɕʰː tɕː tʰː tː t̪ʰː t̪ː ŋː ɹː ʃː	a e i o õ̞ u æ æ̞̃ ɑ̃ ɔ ɛ̃ ɪ̃ ʊ̃ ũː b bʱ cç cçʰ ç d̪ d̪ʱ g gʱ h j k kʰ l m n p pʰ r s t̪ t̪ʰ w ŋ ɖ ɖʱ ɟʝ ɟʝʱ ɦ ɽ ɽʱ ɾ ʈ ʈʰ	a e i o u ɔ ɛ	a e i o õ̞ u æ æ̞̃ ɑ̃ ɔ ɛ̃ ɪ̃ ʊ̃	o̯ː	ũː			ae̯ ai̯ ao̯ au̯ ei̯ eu̯ iu̯ oe̯ oi̯ ou̯ ui̯ ɔe̯ ɔo̯ ɛe̯ ɛo̯		b bʱ d dʑ dʑʱ dʱ d̪ d̪ʱ f g gʱ h k kʰ l m n p s t tɕ tɕʰ tʰ t̪ t̪ʰ ŋ ɹ ʃ	b bʱ cç cçʰ ç d̪ d̪ʱ g gʱ h j k kʰ l m n p pʰ r s t̪ t̪ʰ w ŋ ɖ ɖʱ ɟʝ ɟʝʱ ɦ ɽ ɽʱ ɾ ʈ ʈʰ	bʱː bː dʑʱː dʑː dʱː dː d̪ʱː d̪ː fː gʱː gː hː kʰː kː lː mː nː pː sː tɕʰː tɕː tʰː tː t̪ʰː t̪ː ŋː ɹː ʃː					
beng1280	jipa	bengalibangladeshistandard	79	56	23	ea	beng1280-2624	47	30	17	0.26	0.54	a e i o u ɔ ɛ o̯ː ae̯ ai̯ ao̯ au̯ ei̯ eu̯ iu̯ oe̯ oi̯ ou̯ ui̯ ɔe̯ ɔo̯ ɛe̯ ɛo̯ b bʱ d dʑ dʑʱ dʱ d̪ d̪ʱ f g gʱ h k kʰ l m n p s t tɕ tɕʰ tʰ t̪ t̪ʰ ŋ ɹ ʃ bʱː bː dʑʱː dʑː dʱː dː d̪ʱː d̪ː fː gʱː gː hː kʰː kː lː mː nː pː sː tɕʰː tɕː tʰː tː t̪ʰː t̪ː ŋː ɹː ʃː	e̞ ẽ̞ i ĩ o õ u ũ æ æ̃ ɑ ɑ̃ ɔ ɔ̃ æi̯ ɑi̯ ɔi̯ b bʱ c cʰ d dʱ d̪ d̪ʱ g gʱ h j k kʰ l m n p pʰ r s t tʰ t̪ t̪ʰ w ŋ ɟ ɟʱ ʃ	a e i o u ɔ ɛ	e̞ ẽ̞ i ĩ o õ u ũ æ æ̃ ɑ ɑ̃ ɔ ɔ̃	o̯ː				ae̯ ai̯ ao̯ au̯ ei̯ eu̯ iu̯ oe̯ oi̯ ou̯ ui̯ ɔe̯ ɔo̯ ɛe̯ ɛo̯	æi̯ ɑi̯ ɔi̯	b bʱ d dʑ dʑʱ dʱ d̪ d̪ʱ f g gʱ h k kʰ l m n p s t tɕ tɕʰ tʰ t̪ t̪ʰ ŋ ɹ ʃ	b bʱ c cʰ d dʱ d̪ d̪ʱ g gʱ h j k kʰ l m n p pʰ r s t tʰ t̪ t̪ʰ w ŋ ɟ ɟʱ ʃ	bʱː bː dʑʱː dʑː dʱː dː d̪ʱː d̪ː fː gʱː gː hː kʰː kː lː mː nː pː sː tɕʰː tɕː tʰː tː t̪ʰː t̪ː ŋː ɹː ʃː					
beng1280	lapsyd	bengali_beng1280	43	29	14	upsid	beng1280-250	43	29	14	0.72	0.90	a ã e ẽ i ĩ o õ u ũ æ æ̃ ɔ ɔ̃ b bʱ dʒ dʒʱ d̪ d̪ʱ g gʱ h k kʰ l m n p pʰ s̪ tʃ tʃʰ t̪ t̪ʰ ŋ ɖ ɖʱ ɽ ɾ ʃ ʈ ʈʰ	a ã e̞ ẽ̞ o õ æ æ̃ ɔ ɔ̃ ɪ ɪ̃ ʊ ʊ̃ b bʱ dʒ dʒʱ d̪ d̪ʱ g gʱ h k kʰ l m n p pʰ s̪ tʃ tʃʰ t̪ t̪ʰ ŋ ɕ ɖ ɖʱ ɽ ɾ ʈ ʈʰ	a ã e ẽ i ĩ o õ u ũ æ æ̃ ɔ ɔ̃	a ã e̞ ẽ̞ o õ æ æ̃ ɔ ɔ̃ ɪ ɪ̃ ʊ ʊ̃							b bʱ dʒ dʒʱ d̪ d̪ʱ g gʱ h k kʰ l m n p pʰ s̪ tʃ tʃʰ t̪ t̪ʰ ŋ ɖ ɖʱ ɽ ɾ ʃ ʈ ʈʰ	b bʱ dʒ dʒʱ d̪ d̪ʱ g gʱ h k kʰ l m n p pʰ s̪ tʃ tʃʰ t̪ t̪ʰ ŋ ɕ ɖ ɖʱ ɽ ɾ ʈ ʈʰ						
beng1280	lapsyd	bengali_beng1280	43	29	14	phoible	beng1280-2162	72	49	23	0.25	0.50	a ã e ẽ i ĩ o õ u ũ æ æ̃ ɔ ɔ̃ b bʱ dʒ dʒʱ d̪ d̪ʱ g gʱ h k kʰ l m n p pʰ s̪ tʃ tʃʰ t̪ t̪ʰ ŋ ɖ ɖʱ ɽ ɾ ʃ ʈ ʈʰ	a e i o u ɔ ɛ oː ae ai ao au ei eu iu oe oi ou ui ɔe ɔo ɛe ɛo b bʱ d dʑ dʑʱ dʱ d̪ d̪ʱ f g gʱ h k kʰ l m n p s t tɕ tɕʰ tʰ t̪ t̪ʰ ŋ ɹ ʃ bʱː bː dʑʱː dʑː dː d̪ʱː d̪ː gː kʰː kː lː mː nː pː tɕʰː tɕː tʰː tː t̪ʰː t̪ː ʃː	a ã e ẽ i ĩ o õ u ũ æ æ̃ ɔ ɔ̃	a e i o u ɔ ɛ		oː				ae ai ao au ei eu iu oe oi ou ui ɔe ɔo ɛe ɛo	b bʱ dʒ dʒʱ d̪ d̪ʱ g gʱ h k kʰ l m n p pʰ s̪ tʃ tʃʰ t̪ t̪ʰ ŋ ɖ ɖʱ ɽ ɾ ʃ ʈ ʈʰ	b bʱ d dʑ dʑʱ dʱ d̪ d̪ʱ f g gʱ h k kʰ l m n p s t tɕ tɕʰ tʰ t̪ t̪ʰ ŋ ɹ ʃ		bʱː bː dʑʱː dʑː dː d̪ʱː d̪ː gː kʰː kː lː mː nː pː tɕʰː tɕː tʰː tː t̪ʰː t̪ː ʃː				
beng1280	lapsyd	bengali_beng1280	43	29	14	ra	beng1280-1711	48	34	14	0.49	0.77	a ã e ẽ i ĩ o õ u ũ æ æ̃ ɔ ɔ̃ b bʱ dʒ dʒʱ d̪ d̪ʱ g gʱ h k kʰ l m n p pʰ s̪ tʃ tʃʰ t̪ t̪ʰ ŋ ɖ ɖʱ ɽ ɾ ʃ ʈ ʈʰ	a e i o õ̞ u æ æ̞̃ ɑ̃ ɔ ɛ̃ ɪ̃ ʊ̃ ũː b bʱ cç cçʰ ç d̪ d̪ʱ g gʱ h j k kʰ l m n p pʰ r s t̪ t̪ʰ w ŋ ɖ ɖʱ ɟʝ ɟʝʱ ɦ ɽ ɽʱ ɾ ʈ ʈʰ	a ã e ẽ i ĩ o õ u ũ æ æ̃ ɔ ɔ̃	a e i o õ̞ u æ æ̞̃ ɑ̃ ɔ ɛ̃ ɪ̃ ʊ̃		ũː					b bʱ dʒ dʒʱ d̪ d̪ʱ g gʱ h k kʰ l m n p pʰ s̪ tʃ tʃʰ t̪ t̪ʰ ŋ ɖ ɖʱ ɽ ɾ ʃ ʈ ʈʰ	b bʱ cç cçʰ ç d̪ d̪ʱ g gʱ h j k kʰ l m n p pʰ r s t̪ t̪ʰ w ŋ ɖ ɖʱ ɟʝ ɟʝʱ ɦ ɽ ɽʱ ɾ ʈ ʈʰ						
beng1280	lapsyd	bengali_beng1280	43	29	14	ea	beng1280-2624	47	30	17	0.45	0.70	a ã e ẽ i ĩ o õ u ũ æ æ̃ ɔ ɔ̃ b bʱ dʒ dʒʱ d̪ d̪ʱ g gʱ h k kʰ l m n p pʰ s̪ tʃ tʃʰ t̪ t̪ʰ ŋ ɖ ɖʱ ɽ ɾ ʃ ʈ ʈʰ	e̞ ẽ̞ i ĩ o õ u ũ æ æ̃ ɑ ɑ̃ ɔ ɔ̃ æi̯ ɑi̯ ɔi̯ b bʱ c cʰ d dʱ d̪ d̪ʱ g gʱ h j k kʰ l m n p pʰ r s t tʰ t̪ t̪ʰ w ŋ ɟ ɟʱ ʃ	a ã e ẽ i ĩ o õ u ũ æ æ̃ ɔ ɔ̃	e̞ ẽ̞ i ĩ o õ u ũ æ æ̃ ɑ ɑ̃ ɔ ɔ̃						æi̯ ɑi̯ ɔi̯	b bʱ dʒ dʒʱ d̪ d̪ʱ g gʱ h k kʰ l m n p pʰ s̪ tʃ tʃʰ t̪ t̪ʰ ŋ ɖ ɖʱ ɽ ɾ ʃ ʈ ʈʰ	b bʱ c cʰ d dʱ d̪ d̪ʱ g gʱ h j k kʰ l m n p pʰ r s t tʰ t̪ t̪ʰ w ŋ ɟ ɟʱ ʃ						
beng1280	upsid	beng1280-250	43	29	14	phoible	beng1280-2162	72	49	23	0.20	0.47	a ã e̞ ẽ̞ o õ æ æ̃ ɔ ɔ̃ ɪ ɪ̃ ʊ ʊ̃ b bʱ dʒ dʒʱ d̪ d̪ʱ g gʱ h k kʰ l m n p pʰ s̪ tʃ tʃʰ t̪ t̪ʰ ŋ ɕ ɖ ɖʱ ɽ ɾ ʈ ʈʰ	a e i o u ɔ ɛ oː ae ai ao au ei eu iu oe oi ou ui ɔe ɔo ɛe ɛo b bʱ d dʑ dʑʱ dʱ d̪ d̪ʱ f g gʱ h k kʰ l m n p s t tɕ tɕʰ tʰ t̪ t̪ʰ ŋ ɹ ʃ bʱː bː dʑʱː dʑː dː d̪ʱː d̪ː gː kʰː kː lː mː nː pː tɕʰː tɕː tʰː tː t̪ʰː t̪ː ʃː	a ã e̞ ẽ̞ o õ æ æ̃ ɔ ɔ̃ ɪ ɪ̃ ʊ ʊ̃	a e i o u ɔ ɛ		oː				ae ai ao au ei eu iu oe oi ou ui ɔe ɔo ɛe ɛo	b bʱ dʒ dʒʱ d̪ d̪ʱ g gʱ h k kʰ l m n p pʰ s̪ tʃ tʃʰ t̪ t̪ʰ ŋ ɕ ɖ ɖʱ ɽ ɾ ʈ ʈʰ	b bʱ d dʑ dʑʱ dʱ d̪ d̪ʱ f g gʱ h k kʰ l m n p s t tɕ tɕʰ tʰ t̪ t̪ʰ ŋ ɹ ʃ		bʱː bː dʑʱː dʑː dː d̪ʱː d̪ː gː kʰː kː lː mː nː pː tɕʰː tɕː tʰː tː t̪ʰː t̪ː ʃː				
beng1280	upsid	beng1280-250	43	29	14	ra	beng1280-1711	48	34	14	0.47	0.73	a ã e̞ ẽ̞ o õ æ æ̃ ɔ ɔ̃ ɪ ɪ̃ ʊ ʊ̃ b bʱ dʒ dʒʱ d̪ d̪ʱ g gʱ h k kʰ l m n p pʰ s̪ tʃ tʃʰ t̪ t̪ʰ ŋ ɕ ɖ ɖʱ ɽ ɾ ʈ ʈʰ	a e i o õ̞ u æ æ̞̃ ɑ̃ ɔ ɛ̃ ɪ̃ ʊ̃ ũː b bʱ cç cçʰ ç d̪ d̪ʱ g gʱ h j k kʰ l m n p pʰ r s t̪ t̪ʰ w ŋ ɖ ɖʱ ɟʝ ɟʝʱ ɦ ɽ ɽʱ ɾ ʈ ʈʰ	a ã e̞ ẽ̞ o õ æ æ̃ ɔ ɔ̃ ɪ ɪ̃ ʊ ʊ̃	a e i o õ̞ u æ æ̞̃ ɑ̃ ɔ ɛ̃ ɪ̃ ʊ̃		ũː					b bʱ dʒ dʒʱ d̪ d̪ʱ g gʱ h k kʰ l m n p pʰ s̪ tʃ tʃʰ t̪ t̪ʰ ŋ ɕ ɖ ɖʱ ɽ ɾ ʈ ʈʰ	b bʱ cç cçʰ ç d̪ d̪ʱ g gʱ h j k kʰ l m n p pʰ r s t̪ t̪ʰ w ŋ ɖ ɖʱ ɟʝ ɟʝʱ ɦ ɽ ɽʱ ɾ ʈ ʈʰ						
beng1280	upsid	beng1280-250	43	29	14	ea	beng1280-2624	47	30	17	0.38	0.65	a ã e̞ ẽ̞ o õ æ æ̃ ɔ ɔ̃ ɪ ɪ̃ ʊ ʊ̃ b bʱ dʒ dʒʱ d̪ d̪ʱ g gʱ h k kʰ l m n p pʰ s̪ tʃ tʃʰ t̪ t̪ʰ ŋ ɕ ɖ ɖʱ ɽ ɾ ʈ ʈʰ	e̞ ẽ̞ i ĩ o õ u ũ æ æ̃ ɑ ɑ̃ ɔ ɔ̃ æi̯ ɑi̯ ɔi̯ b bʱ c cʰ d dʱ d̪ d̪ʱ g gʱ h j k kʰ l m n p pʰ r s t tʰ t̪ t̪ʰ w ŋ ɟ ɟʱ ʃ	a ã e̞ ẽ̞ o õ æ æ̃ ɔ ɔ̃ ɪ ɪ̃ ʊ ʊ̃	e̞ ẽ̞ i ĩ o õ u ũ æ æ̃ ɑ ɑ̃ ɔ ɔ̃						æi̯ ɑi̯ ɔi̯	b bʱ dʒ dʒʱ d̪ d̪ʱ g gʱ h k kʰ l m n p pʰ s̪ tʃ tʃʰ t̪ t̪ʰ ŋ ɕ ɖ ɖʱ ɽ ɾ ʈ ʈʰ	b bʱ c cʰ d dʱ d̪ d̪ʱ g gʱ h j k kʰ l m n p pʰ r s t tʰ t̪ t̪ʰ w ŋ ɟ ɟʱ ʃ						
beng1280	phoible	beng1280-2162	72	49	23	ra	beng1280-1711	48	34	14	0.24	0.49	a e i o u ɔ ɛ oː ae ai ao au ei eu iu oe oi ou ui ɔe ɔo ɛe ɛo b bʱ d dʑ dʑʱ dʱ d̪ d̪ʱ f g gʱ h k kʰ l m n p s t tɕ tɕʰ tʰ t̪ t̪ʰ ŋ ɹ ʃ bʱː bː dʑʱː dʑː dː d̪ʱː d̪ː gː kʰː kː lː mː nː pː tɕʰː tɕː tʰː tː t̪ʰː t̪ː ʃː	a e i o õ̞ u æ æ̞̃ ɑ̃ ɔ ɛ̃ ɪ̃ ʊ̃ ũː b bʱ cç cçʰ ç d̪ d̪ʱ g gʱ h j k kʰ l m n p pʰ r s t̪ t̪ʰ w ŋ ɖ ɖʱ ɟʝ ɟʝʱ ɦ ɽ ɽʱ ɾ ʈ ʈʰ	a e i o u ɔ ɛ	a e i o õ̞ u æ æ̞̃ ɑ̃ ɔ ɛ̃ ɪ̃ ʊ̃	oː	ũː			ae ai ao au ei eu iu oe oi ou ui ɔe ɔo ɛe ɛo		b bʱ d dʑ dʑʱ dʱ d̪ d̪ʱ f g gʱ h k kʰ l m n p s t tɕ tɕʰ tʰ t̪ t̪ʰ ŋ ɹ ʃ	b bʱ cç cçʰ ç d̪ d̪ʱ g gʱ h j k kʰ l m n p pʰ r s t̪ t̪ʰ w ŋ ɖ ɖʱ ɟʝ ɟʝʱ ɦ ɽ ɽʱ ɾ ʈ ʈʰ	bʱː bː dʑʱː dʑː dː d̪ʱː d̪ː gː kʰː kː lː mː nː pː tɕʰː tɕː tʰː tː t̪ʰː t̪ː ʃː					
beng1280	phoible	beng1280-2162	72	49	23	ea	beng1280-2624	47	30	17	0.28	0.49	a e i o u ɔ ɛ oː ae ai ao au ei eu iu oe oi ou ui ɔe ɔo ɛe ɛo b bʱ d dʑ dʑʱ dʱ d̪ d̪ʱ f g gʱ h k kʰ l m n p s t tɕ tɕʰ tʰ t̪ t̪ʰ ŋ ɹ ʃ bʱː bː dʑʱː dʑː dː d̪ʱː d̪ː gː kʰː kː lː mː nː pː tɕʰː tɕː tʰː tː t̪ʰː t̪ː ʃː	e̞ ẽ̞ i ĩ o õ u ũ æ æ̃ ɑ ɑ̃ ɔ ɔ̃ æi̯ ɑi̯ ɔi̯ b bʱ c cʰ d dʱ d̪ d̪ʱ g gʱ h j k kʰ l m n p pʰ r s t tʰ t̪ t̪ʰ w ŋ ɟ ɟʱ ʃ	a e i o u ɔ ɛ	e̞ ẽ̞ i ĩ o õ u ũ æ æ̃ ɑ ɑ̃ ɔ ɔ̃	oː				ae ai ao au ei eu iu oe oi ou ui ɔe ɔo ɛe ɛo	æi̯ ɑi̯ ɔi̯	b bʱ d dʑ dʑʱ dʱ d̪ d̪ʱ f g gʱ h k kʰ l m n p s t tɕ tɕʰ tʰ t̪ t̪ʰ ŋ ɹ ʃ	b bʱ c cʰ d dʱ d̪ d̪ʱ g gʱ h j k kʰ l m n p pʰ r s t tʰ t̪ t̪ʰ w ŋ ɟ ɟʱ ʃ	bʱː bː dʑʱː dʑː dː d̪ʱː d̪ː gː kʰː kː lː mː nː pː tɕʰː tɕː tʰː tː t̪ʰː t̪ː ʃː					
beng1280	ra	beng1280-1711	48	34	14	ea	beng1280-2624	47	30	17	0.40	0.76	a e i o õ̞ u æ æ̞̃ ɑ̃ ɔ ɛ̃ ɪ̃ ʊ̃ ũː b bʱ cç cçʰ ç d̪ d̪ʱ g gʱ h j k kʰ l m n p pʰ r s t̪ t̪ʰ w ŋ ɖ ɖʱ ɟʝ ɟʝʱ ɦ ɽ ɽʱ ɾ ʈ ʈʰ	e̞ ẽ̞ i ĩ o õ u ũ æ æ̃ ɑ ɑ̃ ɔ ɔ̃ æi̯ ɑi̯ ɔi̯ b bʱ c cʰ d dʱ d̪ d̪ʱ g gʱ h j k kʰ l m n p pʰ r s t tʰ t̪ t̪ʰ w ŋ ɟ ɟʱ ʃ	a e i o õ̞ u æ æ̞̃ ɑ̃ ɔ ɛ̃ ɪ̃ ʊ̃	e̞ ẽ̞ i ĩ o õ u ũ æ æ̃ ɑ ɑ̃ ɔ ɔ̃	ũː					æi̯ ɑi̯ ɔi̯	b bʱ cç cçʰ ç d̪ d̪ʱ g gʱ h j k kʰ l m n p pʰ r s t̪ t̪ʰ w ŋ ɖ ɖʱ ɟʝ ɟʝʱ ɦ ɽ ɽʱ ɾ ʈ ʈʰ	b bʱ c cʰ d dʱ d̪ d̪ʱ g gʱ h j k kʰ l m n p pʰ r s t tʰ t̪ t̪ʰ w ŋ ɟ ɟʱ ʃ						
